# BUSCO version is: 5.0.0 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of species: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
90at6231	Fragmented	hic_scaffold_1	2556590	2562082	+	2441.0	1282
91at6231	Complete	hic_scaffold_3	265758	270543	+	752.1	900
92at6231	Complete	hic_scaffold_8	3549695	3555331	+	1754.0	1241	https://www.orthodb.org/v10?query=92at6231	DEAD/DEAH box helicase
96at6231	Fragmented	hic_scaffold_3	3546055	3551730	-	1050.6	964	https://www.orthodb.org/v10?query=96at6231	Monensin-resistant homolog 2
97at6231	Complete	hic_scaffold_5	3845447	3852342	-	3018.8	1725	https://www.orthodb.org/v10?query=97at6231	CRE-MYO-5 protein
100at6231	Missing
101at6231	Complete	hic_scaffold_1	5781564	5794100	+	1614.5	1386
107at6231	Complete	hic_scaffold_2	5409691	5415637	+	2096.5	1279
112at6231	Complete	hic_scaffold_1	2255554	2262833	-	592.6	1132	https://www.orthodb.org/v10?query=112at6231	CRE-CRB-1 protein
117at6231	Complete	hic_scaffold_9	7637978	7645760	+	1411.4	1415	https://www.orthodb.org/v10?query=117at6231	putative ATP-dependent Clp protease adaptor protein ClpS
119at6231	Complete	hic_scaffold_8	3269556	3274663	-	1986.7	1202	https://www.orthodb.org/v10?query=119at6231	Dual oxidase 1
121at6231	Complete	hic_scaffold_9	68311	75599	-	1536.9	1142
125at6231	Complete	hic_scaffold_6	74396	80145	+	1198.3	1005
127at6231	Complete	hic_scaffold_1	3449161	3454160	-	2057.0	1211
131at6231	Missing
132at6231	Complete	hic_scaffold_8	1999353	2005973	-	1760.8	1444
137at6231	Complete	hic_scaffold_8	5690	11858	+	1757.8	1308
139at6231	Complete	hic_scaffold_5	1499613	1506056	+	2255.1	1273
144at6231	Complete	hic_scaffold_1	2876672	2905849	-	705.1	587
146at6231	Complete	hic_scaffold_2	150706	157694	-	1363.0	1013
147at6231	Complete	hic_scaffold_1	3002173	3009043	+	1184.2	1100
149at6231	Complete	hic_scaffold_2	1701720	1707335	-	1345.2	890
151at6231	Complete	hic_scaffold_2	7431591	7441826	+	2872.7	1846
152at6231	Complete	hic_scaffold_1	2047794	2055392	-	1140.2	906
161at6231	Complete	hic_scaffold_2	4407752	4412922	+	1608.9	1177
164at6231	Missing
165at6231	Complete	hic_scaffold_5	1877629	1882483	+	1251.9	1026
166at6231	Complete	hic_scaffold_8	1432954	1439748	-	1225.2	1074
170at6231	Complete	hic_scaffold_3	7040913	7046691	-	1211.5	962
172at6231	Complete	hic_scaffold_3	3503398	3509856	-	1093.7	924
174at6231	Complete	hic_scaffold_8	4177642	4181918	-	1370.0	977
175at6231	Complete	hic_scaffold_9	5917569	5928551	+	2199.3	1111
181at6231	Complete	hic_scaffold_2	5810235	5814880	+	1179.2	968
183at6231	Missing
184at6231	Fragmented	hic_scaffold_2	5817970	5818961	-	289.9	252
185at6231	Complete	hic_scaffold_8	4418303	4423451	-	2082.4	1098
189at6231	Complete	hic_scaffold_1	2686619	2692260	+	629.4	796	https://www.orthodb.org/v10?query=189at6231	putative myosin head
190at6231	Complete	hic_scaffold_2	5082502	5088081	-	1092.8	995	https://www.orthodb.org/v10?query=190at6231	Protein-tyrosine phosphatase
194at6231	Complete	hic_scaffold_3	5201673	5206358	+	1123.2	807
196at6231	Complete	hic_scaffold_8	4103989	4108548	+	1577.1	1022
197at6231	Complete	hic_scaffold_2	4021951	4026277	+	1484.3	946
198at6231	Complete	hic_scaffold_1	5407660	5413080	+	934.2	756
199at6231	Missing
201at6231	Complete	hic_scaffold_2	4343569	4346863	-	571.3	651
204at6231	Complete	hic_scaffold_9	4893628	4899023	+	1663.4	1135
210at6231	Complete	hic_scaffold_8	6429863	6432532	-	717.3	575	https://www.orthodb.org/v10?query=210at6231	Histone-lysine N-methyltransferase
211at6231	Complete	hic_scaffold_8	2971896	2974828	-	1491.8	800
216at6231	Complete	hic_scaffold_9	4736872	4746862	-	2625.5	1941	https://www.orthodb.org/v10?query=216at6231	TaLiN
217at6231	Complete	hic_scaffold_4	1681651	1688897	+	1753.1	983
219at6231	Complete	hic_scaffold_2	5363962	5368031	-	1288.5	883	https://www.orthodb.org/v10?query=219at6231	putative cysteine rich repeat-containing domain protein
223at6231	Missing
225at6231	Complete	hic_scaffold_3	6118372	6124331	-	1572.4	1062	https://www.orthodb.org/v10?query=225at6231	CRE-NSY-1 protein
229at6231	Complete	hic_scaffold_9	7068032	7075946	+	1219.9	971	https://www.orthodb.org/v10?query=229at6231	CRE-UNC-40 protein
232at6231	Complete	hic_scaffold_1	3478820	3483329	+	1573.9	1108	https://www.orthodb.org/v10?query=232at6231	CRE-MRP-5 protein
233at6231	Complete	hic_scaffold_3	3724995	3729036	-	1594.8	944	https://www.orthodb.org/v10?query=233at6231	Isoleucyl-tRNA synthetase
238at6231	Complete	hic_scaffold_9	3738649	3743225	+	1678.9	995
241at6231	Complete	hic_scaffold_1	2893767	2898040	+	1424.7	903
243at6231	Complete	hic_scaffold_3	2401010	2406585	+	1056.0	746
252at6231	Complete	hic_scaffold_4	632604	637757	+	1142.4	981
255at6231	Complete	hic_scaffold_8	4353228	4359976	-	2031.8	1022
256at6231	Duplicated	hic_scaffold_6	1282928	1287722	-	2090.8	1162
256at6231	Duplicated	hic_scaffold_2	2523901	2528690	+	2096.5	1185
257at6231	Complete	hic_scaffold_2	6113605	6116862	-	1377.3	800	https://www.orthodb.org/v10?query=257at6231	DNA polymerase
265at6231	Complete	hic_scaffold_8	1842898	1847789	+	1068.7	842
267at6231	Complete	hic_scaffold_8	4207639	4212433	-	668.0	775
270at6231	Complete	hic_scaffold_5	264647	268132	+	1061.1	751	https://www.orthodb.org/v10?query=270at6231	Alpha-mannosidase
271at6231	Fragmented	hic_scaffold_9	5727229	5730589	+	1014.4	719
277at6231	Complete	hic_scaffold_8	2051114	2055180	-	1825.1	951	https://www.orthodb.org/v10?query=277at6231	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase mog-5
279at6231	Complete	hic_scaffold_8	1007828	1012195	+	876.3	802
286at6231	Complete	hic_scaffold_6	263950	270115	+	779.4	785
287at6231	Missing
288at6231	Complete	hic_scaffold_9	339377	342899	-	1315.7	845
293at6231	Complete	hic_scaffold_8	3386438	3390065	-	1663.7	809
294at6231	Complete	hic_scaffold_9	3511013	3514198	-	1231.7	776	https://www.orthodb.org/v10?query=294at6231	CRE-HUM-1 protein
299at6231	Complete	hic_scaffold_8	2526580	2530796	+	1593.2	919	https://www.orthodb.org/v10?query=299at6231	DNA-directed RNA polymerase subunit beta
300at6231	Complete	hic_scaffold_8	2573540	2577348	-	1130.3	859
301at6231	Complete	hic_scaffold_3	872511	876178	-	1719.9	872
302at6231	Complete	hic_scaffold_2	2579376	2583250	-	1197.6	1014
311at6231	Complete	hic_scaffold_1	2424249	2427723	-	914.4	755
318at6231	Complete	hic_scaffold_9	5742710	5753242	+	1603.7	1040	https://www.orthodb.org/v10?query=318at6231	CRE-TEG-4 protein
319at6231	Complete	hic_scaffold_2	2650013	2657809	-	2004.7	1288
321at6231	Missing
322at6231	Complete	hic_scaffold_2	4801882	4805470	-	968.8	706
323at6231	Complete	hic_scaffold_3	3577327	3581519	+	1467.9	944	https://www.orthodb.org/v10?query=323at6231	Cation-transporting ATPase
327at6231	Complete	hic_scaffold_9	3932914	3936574	+	1395.6	831	https://www.orthodb.org/v10?query=327at6231	Phospholipid-transporting ATPase
333at6231	Complete	hic_scaffold_9	7455180	7457785	-	523.5	567
334at6231	Complete	hic_scaffold_8	3803360	3808337	+	1244.6	884
344at6231	Complete	hic_scaffold_3	677175	680374	-	531.0	475
345at6231	Complete	hic_scaffold_8	4591104	4594559	+	1544.5	832	https://www.orthodb.org/v10?query=345at6231	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase
346at6231	Complete	hic_scaffold_9	4908152	4911350	+	729.1	692
347at6231	Missing
348at6231	Complete	hic_scaffold_3	5174623	5179322	-	1588.9	985
350at6231	Complete	hic_scaffold_3	5090755	5094014	+	1054.0	751
359at6231	Complete	hic_scaffold_9	2452560	2453817	+	212.9	284
364at6231	Complete	hic_scaffold_3	155478	159039	+	519.3	684
366at6231	Complete	hic_scaffold_9	3659665	3663431	+	1028.0	728
369at6231	Complete	hic_scaffold_3	3258497	3260294	+	435.7	354	https://www.orthodb.org/v10?query=369at6231	CRE-DDB-1 protein
373at6231	Complete	hic_scaffold_8	4272178	4275737	-	1639.4	865	https://www.orthodb.org/v10?query=373at6231	U5 small nuclear ribonucleoprotein component
375at6231	Complete	hic_scaffold_1	278426	282305	-	804.1	677
378at6231	Complete	hic_scaffold_1	2838836	2841893	-	1412.0	769
382at6231	Complete	hic_scaffold_2	5821829	5825763	+	862.2	714
384at6231	Complete	hic_scaffold_2	377738	380769	+	1044.7	668
390at6231	Complete	hic_scaffold_2	4201607	4202245	+	388.5	194
393at6231	Missing
394at6231	Complete	hic_scaffold_1	5166794	5174249	-	1164.5	721
401at6231	Complete	hic_scaffold_5	3286623	3290073	-	1480.9	803
402at6231	Complete	hic_scaffold_2	4854897	4860107	-	1175.9	836	https://www.orthodb.org/v10?query=402at6231	Tyrosine-protein kinase
403at6231	Missing
405at6231	Complete	hic_scaffold_2	6547234	6551866	+	1387.6	853
407at6231	Missing
411at6231	Complete	hic_scaffold_9	1204256	1208878	-	1291.9	799
416at6231	Complete	hic_scaffold_4	1790865	1797218	+	1136.3	753	https://www.orthodb.org/v10?query=416at6231	CRE-UNC-41 protein
420at6231	Complete	hic_scaffold_4	2098482	2101755	-	768.0	688
421at6231	Complete	hic_scaffold_5	1039937	1044485	+	1281.0	814	https://www.orthodb.org/v10?query=421at6231	Liprin-alpha
422at6231	Fragmented	hic_scaffold_9	4923140	4926029	+	661.7	349	https://www.orthodb.org/v10?query=422at6231	Rho-associated protein kinase let-502
423at6231	Complete	hic_scaffold_8	2189075	2192772	-	1006.6	699	https://www.orthodb.org/v10?query=423at6231	CRE-OXI-1 protein
425at6231	Missing
428at6231	Complete	hic_scaffold_8	6126644	6144761	-	2168.6	1835
430at6231	Complete	hic_scaffold_9	1338761	1342611	+	1128.4	693
432at6231	Complete	hic_scaffold_5	794094	798003	-	689.1	708
433at6231	Fragmented	hic_scaffold_8	637158	644632	-	1342.0	1297
435at6231	Complete	hic_scaffold_8	3664004	3668068	-	1161.9	781	https://www.orthodb.org/v10?query=435at6231	Membrane-associated phosphatidylinositol transfer protein 2
436at6231	Complete	hic_scaffold_4	858079	861484	-	1225.7	740
438at6231	Complete	hic_scaffold_1	686477	691676	-	1573.8	876	https://www.orthodb.org/v10?query=438at6231	CRE-MIG-15 protein
439at6231	Complete	hic_scaffold_1	6088472	6094209	-	585.6	586
442at6231	Missing
446at6231	Complete	hic_scaffold_2	4127192	4131912	+	1014.5	756
450at6231	Complete	hic_scaffold_2	3055655	3061577	-	1268.7	671
451at6231	Complete	hic_scaffold_8	6928893	6932064	+	1142.0	741	https://www.orthodb.org/v10?query=451at6231	Putative ATP-dependent RNA helicase rha-2
452at6231	Complete	hic_scaffold_3	3655015	3657863	+	1187.9	673
454at6231	Complete	hic_scaffold_4	1300010	1303827	+	1101.3	706
455at6231	Complete	hic_scaffold_5	2780466	2784510	+	1373.6	696
458at6231	Missing
459at6231	Fragmented	hic_scaffold_3	7190910	7195454	-	866.3	617
461at6231	Complete	hic_scaffold_8	3989228	3993119	+	809.4	630
462at6231	Complete	hic_scaffold_9	678070	681579	-	464.8	591
473at6231	Complete	hic_scaffold_5	2340303	2345114	-	1408.9	824	https://www.orthodb.org/v10?query=473at6231	sodium/calcium exchanger 1
479at6231	Complete	hic_scaffold_1	5259558	5262987	+	1163.0	790
482at6231	Complete	hic_scaffold_9	5223202	5226871	-	1215.5	763	https://www.orthodb.org/v10?query=482at6231	Hypothetical protein CBG08772
484at6231	Complete	hic_scaffold_9	5644786	5650503	-	2072.2	1204
487at6231	Missing
488at6231	Complete	hic_scaffold_9	4117752	4123082	+	1643.4	955	https://www.orthodb.org/v10?query=488at6231	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
489at6231	Complete	hic_scaffold_9	3367732	3370388	+	1421.0	665
490at6231	Duplicated	hic_scaffold_9	2955558	2958513	+	1281.4	716	https://www.orthodb.org/v10?query=490at6231	Alpha-1,4 glucan phosphorylase
490at6231	Duplicated	hic_scaffold_6	256604	259467	+	1369.2	716	https://www.orthodb.org/v10?query=490at6231	Alpha-1,4 glucan phosphorylase
493at6231	Complete	hic_scaffold_5	712485	716638	+	1533.8	991
494at6231	Complete	hic_scaffold_2	5130172	5133556	+	1241.4	790
495at6231	Fragmented	hic_scaffold_3	4563922	4566341	+	635.9	571
498at6231	Missing
499at6231	Missing
501at6231	Complete	hic_scaffold_2	4235772	4238883	-	1155.8	718	https://www.orthodb.org/v10?query=501at6231	Putative endoplasmic reticulum metallopeptidase 1-A
503at6231	Complete	hic_scaffold_9	2175773	2176425	+	215.5	143	https://www.orthodb.org/v10?query=503at6231	Tubulin-specific chaperone D
509at6231	Complete	hic_scaffold_9	740097	743769	+	1093.9	669
514at6231	Complete	hic_scaffold_6	1405483	1408854	-	457.1	485	https://www.orthodb.org/v10?query=514at6231	CRE-VPS-11 protein
516at6231	Complete	hic_scaffold_1	1967973	1975434	-	852.1	531	https://www.orthodb.org/v10?query=516at6231	26S proteasome non-ATPase regulatory subunit 1
518at6231	Complete	hic_scaffold_8	5141506	5146085	+	1677.8	1091	https://www.orthodb.org/v10?query=518at6231	CRE-LET-711 protein
522at6231	Complete	hic_scaffold_9	5192177	5195349	-	1146.3	703
523at6231	Complete	hic_scaffold_9	4022818	4025990	+	742.4	657
525at6231	Fragmented	hic_scaffold_2	6604935	6609382	+	567.6	416
527at6231	Complete	hic_scaffold_8	6624986	6628202	+	617.5	562
529at6231	Complete	hic_scaffold_8	5484736	5488689	-	1331.2	704
531at6231	Complete	hic_scaffold_9	5152325	5155444	-	1042.2	706
532at6231	Fragmented	hic_scaffold_9	3519154	3519783	+	199.2	124
534at6231	Complete	hic_scaffold_2	4540518	4545896	+	1052.8	870
536at6231	Complete	hic_scaffold_2	4517859	4522080	+	1378.7	805
537at6231	Duplicated	hic_scaffold_2	7013298	7016388	-	752.6	685
537at6231	Duplicated	hic_scaffold_8	1762707	1766010	-	759.8	640
538at6231	Complete	hic_scaffold_9	6643618	6646523	-	439.5	475	https://www.orthodb.org/v10?query=538at6231	ankyrin repeat protein
539at6231	Missing
543at6231	Complete	hic_scaffold_9	5385900	5388064	+	736.3	503	https://www.orthodb.org/v10?query=543at6231	DNA-directed RNA polymerase
544at6231	Complete	hic_scaffold_5	3923209	3930177	-	1087.1	979	https://www.orthodb.org/v10?query=544at6231	CRE-HUM-2 protein
545at6231	Complete	hic_scaffold_4	1404843	1408184	+	1123.2	716
546at6231	Complete	hic_scaffold_2	4481221	4484796	-	1362.5	787
547at6231	Complete	hic_scaffold_5	77562	80441	-	665.4	470	https://www.orthodb.org/v10?query=547at6231	Kinase domain-containing protein
548at6231	Complete	hic_scaffold_9	2097052	2100355	-	704.6	576
551at6231	Complete	hic_scaffold_2	6242477	6246069	+	1410.5	865
559at6231	Complete	hic_scaffold_1	4926063	4930578	-	900.7	785	https://www.orthodb.org/v10?query=559at6231	CRE-SMC-3 protein
562at6231	Complete	hic_scaffold_9	5507882	5509457	-	489.1	304
563at6231	Fragmented	hic_scaffold_5	820096	822468	+	666.5	513
568at6231	Complete	hic_scaffold_4	552703	555401	+	1008.3	706
569at6231	Complete	hic_scaffold_9	7605103	7608336	-	823.6	641
570at6231	Complete	hic_scaffold_8	2604796	2607781	-	1261.1	762
572at6231	Complete	hic_scaffold_2	2798509	2801989	-	1228.2	745
575at6231	Complete	hic_scaffold_1	2642864	2647055	+	767.4	571
581at6231	Complete	hic_scaffold_9	7389209	7392404	-	1084.9	669
585at6231	Complete	hic_scaffold_2	2809027	2815776	-	1034.9	693
590at6231	Complete	hic_scaffold_9	4868691	4871930	-	724.2	688
593at6231	Complete	hic_scaffold_2	5005081	5008188	+	883.6	773
594at6231	Complete	hic_scaffold_9	241484	243919	+	824.7	580	https://www.orthodb.org/v10?query=594at6231	Polyphosphoinositide phosphatase
596at6231	Complete	hic_scaffold_5	1531458	1534504	+	992.8	713
597at6231	Complete	hic_scaffold_9	698557	701898	-	1628.6	825
600at6231	Complete	hic_scaffold_5	2106991	2109970	-	793.9	560
603at6231	Complete	hic_scaffold_8	1825442	1828392	-	453.2	497
604at6231	Complete	hic_scaffold_2	2878460	2883313	+	902.9	583
605at6231	Complete	hic_scaffold_8	4078307	4080997	+	1368.6	709
606at6231	Complete	hic_scaffold_3	4655760	4658216	-	475.0	478	https://www.orthodb.org/v10?query=606at6231	CRE-SYMK-1 protein
609at6231	Complete	hic_scaffold_2	6029804	6032315	-	733.6	513
612at6231	Complete	hic_scaffold_3	5856875	5860050	-	1348.0	761
613at6231	Complete	hic_scaffold_9	4432026	4436239	-	1013.0	701
620at6231	Complete	hic_scaffold_9	7120530	7124380	-	954.4	672
625at6231	Complete	hic_scaffold_6	2206190	2211649	+	1429.8	965
627at6231	Complete	hic_scaffold_2	7231756	7234778	-	850.4	608
629at6231	Complete	hic_scaffold_8	6362837	6368463	-	885.6	651
631at6231	Complete	hic_scaffold_9	7490106	7494430	-	727.3	643
632at6231	Complete	hic_scaffold_8	2803764	2806350	+	992.8	600	https://www.orthodb.org/v10?query=632at6231	CRE-ZER-1 protein
634at6231	Complete	hic_scaffold_3	2047373	2050421	-	835.4	656	https://www.orthodb.org/v10?query=634at6231	putative sorting nexin-13
635at6231	Complete	hic_scaffold_3	2060872	2063604	+	1012.9	652
638at6231	Complete	hic_scaffold_3	5015317	5021584	-	1133.4	989
639at6231	Complete	hic_scaffold_8	1721365	1730014	+	1674.6	1426	https://www.orthodb.org/v10?query=639at6231	GCN (yeast General Control Nondrepressible) homolog
641at6231	Complete	hic_scaffold_3	7858498	7861587	+	1216.9	774
642at6231	Complete	hic_scaffold_5	236748	239748	-	1137.4	621
644at6231	Complete	hic_scaffold_9	2042872	2046270	-	785.4	591
645at6231	Complete	hic_scaffold_2	2671788	2675180	-	841.5	695
646at6231	Complete	hic_scaffold_9	1396951	1399986	-	693.8	595
650at6231	Complete	hic_scaffold_2	3123808	3127887	-	492.5	578	https://www.orthodb.org/v10?query=650at6231	FCH domain Only (FCH stands for Fes/CIP4 homology domain)
651at6231	Complete	hic_scaffold_1	2631702	2635922	-	795.1	752	https://www.orthodb.org/v10?query=651at6231	Zinc finger protein
655at6231	Missing
657at6231	Complete	hic_scaffold_2	2700893	2704506	+	916.9	683	https://www.orthodb.org/v10?query=657at6231	SWI/SNF nucleosome remodeling complex component
659at6231	Complete	hic_scaffold_3	4972317	4976594	-	1118.5	695
662at6231	Complete	hic_scaffold_3	6853883	6854836	-	350.7	250
665at6231	Complete	hic_scaffold_9	215727	220130	-	751.4	633	https://www.orthodb.org/v10?query=665at6231	CRE-IARS-2 protein
670at6231	Complete	hic_scaffold_9	4372306	4375863	+	1008.8	812
683at6231	Complete	hic_scaffold_5	449523	452890	-	354.2	389	https://www.orthodb.org/v10?query=683at6231	FERM domain (protein4.1-ezrin-radixin-moesin) family
687at6231	Complete	hic_scaffold_8	4048120	4051016	-	1192.1	624
689at6231	Missing
690at6231	Missing
693at6231	Complete	hic_scaffold_9	2277915	2280869	-	957.9	631
700at6231	Complete	hic_scaffold_8	3958740	3961347	+	1045.8	610
701at6231	Complete	hic_scaffold_5	3695935	3699543	-	723.6	712
702at6231	Fragmented	hic_scaffold_2	5663989	5665839	-	738.2	463
704at6231	Complete	hic_scaffold_1	6577757	6580233	-	1214.9	631
708at6231	Fragmented	hic_scaffold_5	3403508	3405507	-	588.2	466
710at6231	Complete	hic_scaffold_2	5447092	5449414	+	681.4	640	https://www.orthodb.org/v10?query=710at6231	Zinc finger FYVE domain-containing protein 9
712at6231	Complete	hic_scaffold_8	141348	144500	-	1253.9	735
714at6231	Complete	hic_scaffold_3	3819365	3822223	-	721.3	615
716at6231	Complete	hic_scaffold_2	4901752	4904646	+	1260.2	640
718at6231	Complete	hic_scaffold_1	3031739	3035352	+	797.6	546
721at6231	Complete	hic_scaffold_9	1350226	1355139	-	861.0	554
722at6231	Complete	hic_scaffold_8	2119489	2122924	-	1072.0	638
724at6231	Complete	hic_scaffold_8	1146341	1149051	-	831.8	668
725at6231	Complete	hic_scaffold_1	4536149	4538650	+	1007.8	564	https://www.orthodb.org/v10?query=725at6231	threonyl-tRNA synthetase, cytoplasmic
726at6231	Fragmented	hic_scaffold_8	3133111	3134313	+	201.1	282
728at6231	Complete	hic_scaffold_3	6709942	6713911	+	1243.7	627
734at6231	Complete	hic_scaffold_8	3054809	3057719	-	963.3	655
735at6231	Complete	hic_scaffold_2	4840238	4842663	-	747.6	575
736at6231	Complete	hic_scaffold_2	5245453	5248200	+	535.6	529
737at6231	Complete	hic_scaffold_8	4100437	4102861	-	733.5	534
740at6231	Complete	hic_scaffold_3	7850065	7852492	-	398.8	435
741at6231	Complete	hic_scaffold_8	3639611	3643143	-	683.3	638
743at6231	Missing
746at6231	Complete	hic_scaffold_2	7745829	7748954	+	873.0	575
747at6231	Fragmented	hic_scaffold_8	1098810	1103386	-	1817.4	958
748at6231	Missing
751at6231	Complete	hic_scaffold_2	6109394	6113298	+	739.2	686
753at6231	Complete	hic_scaffold_2	5563241	5565706	-	1045.4	659
754at6231	Complete	hic_scaffold_2	7719489	7722237	-	674.2	495
755at6231	Missing
759at6231	Complete	hic_scaffold_3	1541502	1546057	+	895.4	623
762at6231	Fragmented	hic_scaffold_5	957789	960134	+	635.6	406	https://www.orthodb.org/v10?query=762at6231	rap guanine nucleotide exchange factor 1
764at6231	Complete	hic_scaffold_5	1688498	1691348	+	897.2	619	https://www.orthodb.org/v10?query=764at6231	Exocyst complex component
765at6231	Complete	hic_scaffold_2	6933042	6936958	+	1237.1	780
772at6231	Complete	hic_scaffold_2	5734347	5737315	+	825.4	622
774at6231	Complete	hic_scaffold_2	5706805	5709652	+	955.0	562
777at6231	Complete	hic_scaffold_9	161056	164419	+	685.9	599	https://www.orthodb.org/v10?query=777at6231	CRE-DRSH-1 protein
780at6231	Complete	hic_scaffold_2	4103759	4106619	-	1236.9	642
781at6231	Complete	hic_scaffold_5	619158	621803	-	734.0	519
782at6231	Complete	hic_scaffold_8	2125377	2128418	-	947.1	691
785at6231	Fragmented	hic_scaffold_8	2516531	2519316	-	540.5	498
786at6231	Complete	hic_scaffold_3	552986	556664	+	1046.4	853
787at6231	Complete	hic_scaffold_2	1671153	1673794	-	332.1	502
788at6231	Missing
790at6231	Complete	hic_scaffold_4	739985	742496	+	890.5	597	https://www.orthodb.org/v10?query=790at6231	Pyridoxal phosphate-dependent transferase
792at6231	Complete	hic_scaffold_8	2914562	2917285	+	924.1	592
794at6231	Complete	hic_scaffold_2	214189	217694	-	1039.1	598
798at6231	Complete	hic_scaffold_9	1249738	1252385	+	1174.2	588
800at6231	Complete	hic_scaffold_2	5670288	5673119	-	853.2	596
801at6231	Complete	hic_scaffold_1	3836903	3837898	-	480.5	290
802at6231	Complete	hic_scaffold_1	3396776	3399775	+	950.8	612
803at6231	Complete	hic_scaffold_8	6472954	6474207	-	424.7	248
810at6231	Complete	hic_scaffold_2	7095295	7122436	+	1172.8	1021	https://www.orthodb.org/v10?query=810at6231	Protein-tyrosine-phosphatase
813at6231	Complete	hic_scaffold_2	2380157	2383278	+	800.0	619
814at6231	Complete	hic_scaffold_1	518380	520173	+	414.6	236	https://www.orthodb.org/v10?query=814at6231	Apical junction molecule
815at6231	Complete	hic_scaffold_8	3296408	3299962	+	771.8	695
816at6231	Complete	hic_scaffold_1	5274190	5278318	-	542.4	454
817at6231	Complete	hic_scaffold_2	4650698	4653112	+	908.4	511
818at6231	Complete	hic_scaffold_2	2739384	2741420	-	606.8	518	https://www.orthodb.org/v10?query=818at6231	CRE-ZYG-11 protein
821at6231	Complete	hic_scaffold_8	2857905	2860908	-	1053.4	624
825at6231	Complete	hic_scaffold_2	3588283	3590859	+	713.3	541
826at6231	Missing
829at6231	Complete	hic_scaffold_8	1927833	1930527	-	996.2	594
831at6231	Complete	hic_scaffold_8	6634293	6639187	+	501.7	653
833at6231	Complete	hic_scaffold_3	4762668	4765306	+	1096.9	588
837at6231	Complete	hic_scaffold_5	1431461	1434800	+	852.4	545
